id_aluno,idade,sexo,renda_familiar,escolaridade_mae,turno,trabalha,acesso_internet,computador_casa,transporte_escolar,distancia_escola_km,frequencia_percent,faltas,atrasos,horas_estudo_dia,participacao_aulas,atividades_entregues_percent,apoio_familiar,reprovacoes_anteriores,nota_matematica,nota_portugues,nota_ciencias,nota_humanas,media,situacao_final,split_sugerido
2916,17,F,baixa,medio,Tarde,Nao,Sim,Sim,Nao,3.7,85.7,9,4,2.1,72.9,95.4,61.4,0,8.9,7.8,8.6,7.8,8.27,Aprovado,teste
2920,17,F,alta,medio,Manha,Nao,Nao,Nao,Nao,6.1,62.2,20,10,0.9,53.2,48.0,50.2,0,4.2,4.3,4.5,3.7,4.18,Reprovado,teste
2921,16,F,media,fundamental,Tarde,Nao,Sim,Sim,Nao,1.6,58.0,13,8,0.5,72.0,67.8,22.5,1,7.2,5.7,5.3,6.4,6.15,Reprovado,teste
2922,17,M,alta,medio,Manha,Nao,Sim,Nao,Sim,7.0,88.0,8,3,2.6,75.6,85.7,49.4,2,8.6,7.3,8.2,7.9,8.0,Aprovado,teste
2930,17,F,media,medio,Manha,Nao,Nao,Nao,Sim,5.7,72.6,22,16,1.4,66.4,41.1,74.8,2,5.8,7.2,5.3,3.6,5.48,Reprovado,teste
2935,15,M,baixa,medio,Manha,Nao,Sim,Nao,Nao,8.9,50.5,5,21,0.0,74.0,69.7,76.0,1,4.2,2.9,4.1,7.3,4.62,Reprovado,teste
2938,15,F,media,fundamental,Manha,Nao,Sim,Sim,Sim,2.8,68.4,16,7,1.8,68.8,85.1,59.8,0,9.1,7.9,6.3,6.5,7.45,Aprovado,teste
2939,15,M,baixa,medio,Tarde,Nao,Sim,Sim,Sim,5.1,90.3,11,12,1.4,80.5,72.8,43.0,0,8.8,8.2,5.7,8.9,7.9,Reprovado,teste
2943,16,M,baixa,fundamental,Manha,Sim,Sim,Nao,Nao,4.5,69.8,24,6,1.1,97.8,66.0,53.3,1,5.0,,4.2,4.1,4.72,Reprovado,teste
2944,17,F,baixa,medio,Manha,Nao,Sim,Nao,Nao,5.1,91.6,20,5,1.6,84.4,93.1,67.0,0,8.7,8.6,7.4,7.6,8.07,Aprovado,teste
2946,17,F,baixa,medio,Manha,Nao,Nao,Nao,Nao,0.8,80.0,6,9,,80.8,73.6,56.5,0,7.9,9.3,7.3,8.1,8.15,Aprovado,teste
2950,16,F,baixa,fundamental,Manha,Nao,Sim,Sim,Sim,0.2,67.8,15,6,0.0,62.9,60.7,73.3,3,6.8,6.5,4.0,5.6,5.72,Reprovado,teste
2957,15,F,media,medio,Manha,Nao,Sim,Nao,Sim,4.5,89.1,13,5,1.8,68.6,80.8,58.2,0,8.7,6.3,8.5,8.0,7.88,Aprovado,teste
2965,15,M,baixa,medio,Noite,Sim,Sim,Sim,Sim,1.9,84.6,17,2,2.4,82.6,72.7,80.3,0,6.8,9.0,7.8,6.5,7.52,Aprovado,teste
2966,14,M,media,medio,Tarde,Nao,Nao,Sim,Nao,5.1,80.9,13,0,2.0,99.4,95.1,93.0,0,6.9,7.5,6.5,7.3,7.05,Aprovado,teste
2969,17,M,media,medio,Tarde,Nao,Sim,Nao,Sim,4.8,88.9,5,4,1.0,89.2,87.7,67.3,0,7.2,7.7,6.8,8.3,7.5,Aprovado,teste
2978,17,M,media,fundamental,Manha,Nao,Sim,Sim,Nao,0.8,58.0,20,12,1.3,43.2,58.2,63.4,0,5.4,7.3,6.7,6.6,6.5,Reprovado,teste
2997,14,M,baixa,superior,Noite,Sim,Sim,Sim,Nao,6.6,54.4,33,19,0.8,55.9,80.2,26.8,1,,6.7,6.7,7.6,6.98,Reprovado,teste
3004,15,M,baixa,fundamental,Manha,Sim,Sim,Nao,Nao,2.9,78.4,18,13,2.0,53.4,37.2,69.5,1,5.7,7.1,5.4,4.3,5.63,Reprovado,teste
3006,16,F,media,medio,Noite,Sim,Sim,Nao,Sim,5.5,52.8,12,11,1.2,47.3,65.3,29.4,2,4.5,6.5,6.2,6.2,5.85,Reprovado,teste
3013,17,M,media,superior,Manha,Nao,Sim,Sim,Nao,6.2,47.7,17,6,1.5,53.9,74.3,50.5,1,4.4,5.1,6.7,6.8,5.75,Reprovado,teste
3014,16,M,baixa,fundamental,Tarde,Nao,Sim,Nao,Sim,4.8,86.5,36,17,1.7,40.8,70.5,61.2,2,5.1,4.4,2.6,8.2,5.07,Reprovado,teste
3020,15,F,media,medio,Tarde,Nao,Nao,Nao,Nao,1.3,92.7,4,4,2.1,86.2,100.0,60.2,0,5.6,7.5,7.8,8.5,7.35,Aprovado,teste
3022,16,M,baixa,superior,Manha,Nao,Nao,Nao,Nao,1.9,75.2,20,15,1.4,56.9,55.5,56.1,2,2.1,3.5,5.3,6.3,4.3,Reprovado,teste
3030,15,M,baixa,superior,Manha,Sim,Nao,Sim,Nao,2.2,83.1,8,5,3.1,93.2,84.2,78.5,0,7.4,8.6,7.7,7.9,7.9,Aprovado,teste
3039,16,F,baixa,fundamental,Manha,Nao,Sim,Sim,Sim,5.6,81.1,6,2,1.9,93.5,81.1,100.0,1,8.4,7.1,6.2,7.1,7.2,Aprovado,teste
3046,17,M,baixa,fundamental,Manha,Sim,Nao,Sim,Sim,2.6,73.0,25,8,2.2,60.9,36.5,45.6,0,6.6,4.2,5.1,6.9,5.7,Reprovado,teste
3053,15,F,baixa,superior,Tarde,Sim,Sim,Nao,Nao,5.5,85.7,11,0,3.2,77.6,88.8,60.4,0,4.7,8.7,7.9,9.7,7.75,Reprovado,teste
3055,17,M,alta,fundamental,Manha,Nao,Sim,Sim,Nao,4.8,81.7,0,4,2.9,90.5,85.1,72.2,0,7.8,9.1,7.6,8.4,8.22,Aprovado,teste
3074,17,M,baixa,medio,Noite,Nao,Sim,Nao,Sim,4.5,60.2,15,10,0.7,61.7,69.0,33.7,3,7.4,5.7,5.9,4.7,5.92,Reprovado,teste
3087,17,F,media,medio,Tarde,Nao,Sim,Nao,Nao,1.4,78.7,11,5,2.8,100.0,86.9,74.1,1,8.5,5.7,6.9,6.7,6.95,Reprovado,teste
3095,15,M,media,medio,Tarde,Nao,Sim,Nao,Sim,4.5,76.6,7,1,3.1,72.9,87.2,88.1,0,7.5,7.4,8.3,9.2,8.1,Aprovado,teste
3096,15,M,alta,medio,Manha,Sim,Nao,Sim,Nao,3.3,78.5,10,7,2.4,83.8,89.3,82.1,0,7.2,10.0,5.2,6.9,7.32,Aprovado,teste
3101,17,M,alta,medio,Tarde,Nao,Sim,Nao,Nao,4.2,70.6,21,18,1.4,53.6,30.2,45.1,1,4.5,4.0,4.5,5.0,4.5,Reprovado,teste
3116,16,M,baixa,fundamental,Manha,Nao,Sim,Sim,Sim,4.3,81.2,2,7,2.7,85.4,77.5,55.1,1,7.4,7.8,5.8,5.0,6.5,Aprovado,teste
3128,16,F,baixa,fundamental,Tarde,Nao,Sim,Sim,Sim,3.6,87.0,9,1,3.8,87.6,76.9,77.9,0,7.1,8.4,9.8,8.5,8.45,Aprovado,teste
3130,16,F,media,superior,Manha,Nao,Sim,Nao,Sim,5.3,46.6,15,13,1.0,68.2,75.4,21.8,2,4.6,3.0,3.4,5.0,4.0,Reprovado,teste
3134,18,F,media,medio,Tarde,Nao,Sim,Sim,Nao,2.2,81.1,13,7,2.8,63.2,87.2,57.5,0,7.5,7.5,7.1,6.0,7.02,Aprovado,teste
3136,17,M,media,superior,Manha,Nao,Sim,Nao,Nao,5.2,75.4,21,8,2.1,66.7,47.3,56.6,0,6.4,5.8,1.7,5.1,4.75,Reprovado,teste
3138,15,F,baixa,fundamental,Manha,Nao,Sim,Sim,Sim,6.9,79.7,8,3,1.1,78.3,94.6,76.8,1,6.8,5.7,4.6,8.5,6.4,Aprovado,teste
3153,16,M,baixa,medio,Manha,Nao,Sim,Nao,Nao,4.7,87.3,2,7,1.0,79.5,83.0,43.5,0,8.2,7.0,8.2,6.8,7.55,Aprovado,teste
3154,15,F,media,fundamental,Manha,Nao,Sim,Sim,Sim,2.5,81.9,21,2,1.1,74.4,91.5,84.8,0,6.5,7.3,6.4,8.6,7.2,Aprovado,teste
3163,13,M,media,medio,Manha,Nao,Sim,Sim,Nao,1.1,98.9,12,8,2.7,66.6,90.1,63.4,0,6.6,5.5,4.5,8.8,6.35,Aprovado,teste
3165,14,F,alta,medio,Manha,Nao,Nao,Sim,Sim,4.9,80.2,14,2,3.0,72.0,87.7,67.3,0,5.8,8.7,8.1,7.3,7.48,Aprovado,teste
3171,18,F,media,medio,Tarde,Nao,Sim,Nao,Sim,9.9,46.1,29,7,1.6,64.9,95.9,58.6,1,5.5,5.9,6.8,5.6,5.95,Reprovado,teste
3173,15,F,alta,medio,Noite,Nao,Nao,Sim,Nao,4.1,84.0,16,6,2.2,62.0,85.3,55.4,1,7.1,4.9,5.6,8.4,6.5,Reprovado,teste
3176,13,M,media,fundamental,Noite,Nao,Sim,Nao,Nao,4.5,93.7,12,3,2.3,97.9,86.8,69.0,0,5.5,7.4,6.7,7.1,6.68,Aprovado,teste
3178,16,F,baixa,fundamental,Manha,Nao,Sim,Sim,Nao,5.4,77.8,0,5,3.0,94.7,100.0,88.4,0,5.9,,7.4,9.1,7.6,Aprovado,teste
3180,15,F,media,superior,Tarde,Nao,Sim,Sim,Sim,4.5,80.1,9,9,0.9,66.2,77.2,51.3,0,7.1,7.4,5.9,7.9,7.07,Aprovado,teste
3183,13,M,baixa,fundamental,Manha,Nao,Sim,Sim,Nao,2.8,80.1,12,14,2.8,80.8,77.5,77.4,1,7.9,8.1,7.5,8.0,7.88,Aprovado,teste
3198,15,F,media,medio,Manha,Nao,Sim,Sim,Sim,0.2,87.8,4,6,1.8,80.1,79.0,62.7,1,6.3,9.1,8.2,8.0,7.9,Aprovado,teste
3204,14,M,media,fundamental,Manha,Nao,Sim,Sim,Nao,2.3,94.0,3,0,3.7,86.8,83.8,56.9,0,6.9,6.3,6.7,7.5,6.85,Aprovado,teste
3208,14,M,media,medio,Tarde,Sim,Nao,Nao,Nao,2.6,76.7,9,0,0.9,90.0,74.4,79.1,0,7.8,7.9,5.6,8.4,7.42,Aprovado,teste
3226,18,F,baixa,fundamental,Tarde,Sim,Sim,Sim,Sim,6.8,76.5,8,24,1.5,95.8,33.9,57.1,1,2.7,6.1,5.8,6.0,5.15,Reprovado,teste
3231,15,M,baixa,superior,Noite,Nao,Sim,Sim,Sim,0.2,83.3,6,0,2.7,68.1,79.6,41.0,0,5.2,7.2,6.6,9.1,7.02,Aprovado,teste
3243,16,F,media,fundamental,Noite,Sim,Sim,Sim,Sim,6.7,84.8,0,13,0.2,80.3,75.7,58.6,0,6.8,4.8,5.7,5.4,5.68,Reprovado,teste
3245,15,M,baixa,medio,Manha,Sim,Sim,Sim,Nao,2.8,81.5,5,3,2.2,85.3,83.3,82.2,0,9.9,7.6,6.4,8.2,8.02,Aprovado,teste
3256,16,F,alta,fundamental,Tarde,Sim,Sim,Nao,Nao,5.1,71.4,18,22,3.1,59.7,47.5,44.1,0,3.9,5.6,4.1,5.1,4.68,Reprovado,teste
3263,17,F,baixa,superior,Manha,Nao,Sim,Sim,Nao,5.0,86.4,10,3,1.7,88.1,87.3,53.1,0,7.7,8.1,6.0,8.9,7.68,Aprovado,teste
3266,16,F,media,medio,Tarde,Nao,Sim,Sim,Sim,5.9,89.7,10,0,2.0,91.4,91.0,71.3,0,8.6,6.5,6.5,8.1,7.43,Aprovado,teste
3277,16,F,media,medio,Tarde,Nao,Sim,Nao,Nao,0.9,76.6,0,4,1.8,92.3,95.1,65.5,0,7.9,7.6,7.4,8.1,7.75,Aprovado,teste
3279,16,M,baixa,superior,Tarde,Nao,Nao,Sim,Sim,0.9,78.9,3,10,1.6,74.7,68.4,75.0,0,6.0,7.8,7.9,7.3,7.25,Aprovado,teste
3280,16,M,media,fundamental,Manha,Nao,Sim,Sim,Sim,5.3,83.2,7,9,2.3,83.2,100.0,85.4,0,6.1,8.8,8.5,7.0,7.6,Aprovado,teste
3288,14,F,media,fundamental,Noite,Nao,Nao,Sim,Sim,4.1,97.2,16,6,3.3,69.4,79.2,93.4,0,6.9,6.4,6.0,8.9,7.05,Aprovado,teste
3289,15,M,media,superior,Tarde,Nao,Sim,Nao,Nao,2.7,83.5,0,3,3.1,68.4,88.0,87.9,1,7.7,7.8,8.1,8.1,7.93,Aprovado,teste
3295,15,M,baixa,fundamental,Noite,Nao,Sim,Sim,Sim,2.3,80.5,12,1,3.1,80.6,76.0,60.9,0,8.6,7.3,6.6,9.6,8.02,Aprovado,teste
3298,16,F,media,medio,Noite,Nao,Sim,Nao,Nao,2.5,96.0,10,8,2.3,81.2,90.5,82.3,0,6.4,6.9,7.6,8.7,7.4,Aprovado,teste
3301,18,F,media,medio,Manha,Nao,Sim,Sim,Nao,1.2,54.5,9,13,1.4,60.0,56.7,56.0,0,7.5,5.8,5.1,5.9,6.07,Reprovado,teste
3302,17,F,baixa,fundamental,Noite,Nao,Sim,Sim,Sim,3.9,74.2,8,8,3.3,100.0,71.9,80.3,1,8.2,7.8,7.6,8.0,7.9,Aprovado,teste
3309,18,M,baixa,medio,Manha,Nao,Sim,Nao,Nao,4.7,72.4,9,7,2.9,79.1,85.6,54.1,1,10.0,6.0,6.7,7.5,7.55,Aprovado,teste
3316,18,M,media,fundamental,Manha,Nao,Sim,Sim,Sim,6.3,95.8,5,5,2.1,71.8,94.0,77.4,0,8.7,7.4,6.8,8.6,7.88,Aprovado,teste
3325,15,M,media,fundamental,Tarde,Sim,Sim,Nao,Nao,3.4,76.2,12,8,1.5,84.1,84.0,74.4,2,8.2,6.6,6.6,8.9,7.57,Aprovado,teste
3327,17,F,media,superior,Tarde,Sim,Sim,Sim,Nao,0.4,76.0,14,6,1.7,85.6,83.3,82.6,0,6.7,7.4,8.2,8.2,7.62,Aprovado,teste
3328,18,F,media,superior,Tarde,Sim,Sim,Nao,Nao,1.5,56.1,26,4,0.5,84.5,74.2,58.0,0,7.4,6.2,4.2,5.7,5.88,Reprovado,teste
3362,13,F,media,medio,Manha,Sim,Sim,Nao,Nao,2.1,77.7,4,8,3.4,94.1,77.9,71.0,0,6.4,6.5,6.6,8.9,7.1,Aprovado,teste
3389,17,M,baixa,fundamental,Tarde,Sim,Sim,Sim,Nao,2.4,71.3,12,5,0.9,92.0,86.6,53.5,0,6.3,9.1,8.2,7.9,7.88,Aprovado,teste
3392,17,F,baixa,medio,Tarde,Nao,Sim,Nao,Sim,5.6,82.3,16,2,1.9,69.3,40.8,16.6,0,5.7,5.0,4.7,3.4,4.7,Reprovado,teste
3394,13,M,media,medio,Tarde,Nao,Sim,Nao,Nao,3.7,85.7,19,1,1.5,91.9,97.3,74.9,0,8.8,6.7,6.9,6.4,7.2,Aprovado,teste
3400,16,F,media,superior,Noite,Nao,Nao,Sim,Nao,4.0,82.8,10,3,2.0,58.2,81.8,82.9,2,7.4,5.9,6.9,9.1,7.33,Aprovado,teste
3417,13,F,media,medio,Noite,Nao,Nao,Sim,Nao,0.2,81.9,5,9,1.9,96.7,99.2,63.0,0,8.6,6.4,7.1,8.8,7.72,Aprovado,teste
3422,15,F,baixa,superior,Tarde,Nao,Sim,Sim,Nao,0.2,77.1,10,9,2.6,88.7,82.3,61.4,1,7.4,6.3,7.9,7.2,7.2,Aprovado,teste
3423,13,M,media,fundamental,Manha,Nao,Sim,Nao,Sim,7.8,51.6,19,15,1.5,65.3,77.6,47.5,2,3.4,6.7,3.7,7.1,5.22,Reprovado,teste
3427,17,M,baixa,superior,Manha,Nao,Sim,Nao,Nao,3.0,79.8,4,4,1.5,72.9,83.1,55.8,0,5.6,5.6,7.6,7.7,6.62,Reprovado,teste
3436,17,F,media,fundamental,Tarde,Nao,Sim,Sim,Sim,3.3,,8,5,2.8,69.1,100.0,69.0,1,9.2,8.1,6.4,7.8,7.87,Aprovado,teste
3438,15,F,media,fundamental,Manha,Nao,Sim,Sim,Sim,5.3,71.1,0,3,2.5,79.8,95.6,68.1,1,9.0,8.0,7.6,8.4,8.25,Aprovado,teste
3442,16,M,media,fundamental,Manha,Nao,Sim,Sim,Nao,3.1,72.6,12,7,1.8,99.9,67.5,53.3,0,8.9,8.1,7.7,8.9,8.4,Aprovado,teste
3444,15,F,media,medio,Noite,Nao,Sim,Sim,Sim,4.6,82.1,8,8,0.9,89.3,78.8,71.3,0,6.8,7.4,6.6,9.8,7.65,Aprovado,teste
3449,16,M,media,fundamental,Noite,Sim,Sim,Sim,Sim,7.4,67.4,2,4,1.9,51.6,79.6,76.2,0,8.1,7.0,6.9,8.1,7.52,Aprovado,teste
3458,18,F,media,superior,Tarde,Nao,Sim,Nao,Nao,3.6,73.3,14,13,2.1,47.8,59.3,51.0,0,5.3,5.0,3.4,3.3,4.25,Reprovado,teste
3459,15,F,media,medio,Noite,Sim,Sim,Sim,Nao,0.7,92.3,13,11,0.9,70.4,81.0,73.7,0,6.6,8.9,4.2,7.9,6.9,Aprovado,teste
3460,18,F,media,superior,Tarde,Nao,Sim,Sim,Sim,12.0,,12,20,0.0,55.6,100.0,59.2,0,2.8,5.3,3.1,7.7,4.72,Reprovado,teste
3462,16,M,alta,superior,Manha,Nao,Nao,Sim,Nao,2.3,80.9,18,4,0.4,61.1,100.0,51.0,0,5.0,4.7,5.1,3.8,4.65,Reprovado,teste
3488,16,M,baixa,medio,Manha,Nao,Sim,Nao,Nao,4.4,84.5,25,5,2.1,80.9,58.5,68.3,0,5.2,1.3,8.2,4.7,4.85,Reprovado,teste
3491,14,M,media,superior,Manha,Nao,Nao,Nao,Nao,2.0,92.0,8,5,2.1,97.8,69.0,88.1,0,8.4,7.5,8.1,8.8,8.2,Aprovado,teste
3496,17,M,alta,medio,Tarde,Nao,Sim,Sim,Sim,5.7,58.6,5,15,1.4,65.5,61.2,35.4,1,6.5,4.9,6.6,4.7,5.68,Reprovado,teste
3515,17,F,media,fundamental,Tarde,Nao,Sim,Nao,Nao,2.2,81.6,10,1,1.3,78.9,79.4,75.0,1,3.0,7.2,5.0,4.8,5.0,Aprovado,teste
3517,17,M,baixa,medio,Noite,Sim,Sim,Sim,Nao,4.4,80.7,14,7,1.7,81.6,90.8,63.7,0,7.5,6.0,7.8,6.5,6.95,Reprovado,teste
3519,17,F,media,fundamental,Manha,Nao,Sim,Nao,Nao,3.5,91.2,15,6,2.2,74.7,84.5,68.8,0,7.3,9.2,8.0,7.6,8.02,Reprovado,teste
3527,14,F,baixa,fundamental,Manha,Nao,Sim,Sim,Nao,1.7,,9,3,2.9,88.1,94.9,61.7,0,7.2,7.6,7.4,8.7,7.72,Aprovado,teste
3532,17,M,media,medio,Manha,Nao,Sim,Nao,Sim,4.3,81.1,6,13,1.6,85.7,72.2,74.9,0,6.8,9.3,7.3,8.8,8.05,Aprovado,teste
3549,15,M,media,fundamental,Tarde,Nao,Sim,Sim,Nao,0.2,85.0,7,6,1.8,71.9,76.1,82.1,1,9.3,7.8,8.1,8.5,8.43,Aprovado,teste
3586,15,M,media,superior,Tarde,Nao,Sim,Nao,Nao,1.9,67.1,20,17,1.5,43.9,77.9,50.0,2,6.3,5.6,4.8,7.5,6.05,Reprovado,teste
3589,13,F,media,medio,Manha,Nao,Sim,Sim,Nao,1.7,85.6,25,5,1.1,51.5,48.0,39.5,1,4.9,5.4,4.8,5.8,5.22,Reprovado,teste
3592,15,F,media,fundamental,Tarde,Nao,Sim,Sim,Sim,4.5,84.2,5,6,1.8,76.4,94.7,78.3,0,6.6,8.3,6.6,6.3,6.95,Reprovado,teste
3596,15,F,media,medio,Tarde,Nao,Sim,Nao,Nao,3.6,61.5,22,6,1.8,68.8,52.6,73.3,1,6.8,5.7,5.2,4.2,5.48,Aprovado,teste
3629,17,M,media,superior,Tarde,Nao,Sim,Sim,Sim,4.8,91.6,15,6,1.4,89.8,98.9,64.8,1,8.8,8.2,8.8,7.6,8.35,Aprovado,teste
3639,16,F,media,medio,Manha,Nao,Nao,Sim,Sim,4.4,52.0,17,9,2.2,78.0,55.4,51.7,2,7.6,3.0,5.2,5.1,5.22,Reprovado,teste
3640,13,F,alta,fundamental,Noite,Nao,Sim,Sim,Nao,2.9,84.7,0,12,1.7,85.9,93.7,57.8,0,6.3,7.7,5.4,8.5,6.98,Aprovado,teste
3647,17,F,alta,medio,Noite,Nao,Nao,Nao,Nao,0.2,71.5,12,0,1.4,87.7,70.2,72.5,1,7.3,6.7,5.8,9.3,7.28,Aprovado,teste
3650,18,F,baixa,fundamental,Tarde,Sim,Sim,Nao,Sim,2.7,,22,0,1.3,72.8,65.9,81.8,1,5.1,4.9,5.1,5.3,5.1,Reprovado,teste
3661,14,M,media,medio,Noite,Nao,Sim,Nao,Sim,0.6,97.0,9,6,3.3,83.9,94.9,42.4,0,7.6,9.0,7.2,5.9,7.43,Aprovado,teste
3672,16,F,baixa,fundamental,Noite,Sim,Sim,Sim,Sim,1.8,90.8,14,6,2.0,86.5,100.0,58.7,0,7.9,6.5,8.1,7.9,7.6,Aprovado,teste
3682,16,F,alta,medio,Manha,Nao,Sim,Nao,Nao,2.2,84.5,11,11,2.4,88.7,88.1,65.8,0,7.9,7.4,6.9,7.8,7.5,Aprovado,teste
3684,17,M,media,fundamental,Noite,Nao,Sim,Sim,Nao,1.0,81.6,5,6,3.3,62.8,100.0,62.4,0,9.5,7.4,8.5,9.0,8.6,Aprovado,teste
3689,14,F,media,superior,Tarde,Nao,Sim,Sim,Sim,3.4,95.7,5,7,1.3,88.5,71.4,68.7,0,8.0,7.3,6.8,7.5,7.4,Aprovado,teste
3702,15,M,alta,fundamental,Manha,Nao,Nao,Nao,Sim,8.3,76.4,8,5,2.3,96.0,83.9,81.2,1,8.4,6.9,7.7,7.0,7.5,Reprovado,teste
3703,16,F,media,fundamental,Manha,Nao,Sim,Sim,Nao,4.5,87.1,0,1,1.9,84.0,70.3,52.1,1,9.4,6.7,6.8,9.0,7.98,Reprovado,teste
3714,18,M,media,fundamental,Manha,Nao,Sim,Nao,Nao,6.4,59.4,26,15,0.5,39.7,70.1,54.5,2,5.6,5.9,6.0,6.1,5.9,Reprovado,teste
3730,15,M,baixa,medio,Manha,Nao,Sim,Sim,Sim,4.7,67.2,20,9,0.0,64.1,58.2,63.6,3,4.9,6.4,5.5,4.1,5.22,Reprovado,teste
3735,15,M,alta,medio,Tarde,Sim,Nao,Nao,Nao,4.2,82.4,5,7,1.1,81.1,80.8,39.7,0,7.6,8.6,8.5,6.3,7.75,Aprovado,teste
3736,17,M,media,medio,Noite,Sim,Nao,Nao,Nao,4.6,79.8,10,12,1.5,78.9,31.6,34.3,1,5.4,5.0,5.6,6.1,5.52,Reprovado,teste
3737,17,F,media,medio,Manha,Nao,Nao,Sim,Nao,3.4,87.6,3,8,3.2,72.0,83.5,68.5,0,6.3,6.4,7.1,8.4,7.05,Reprovado,teste
3741,16,M,media,fundamental,Manha,Nao,Sim,Nao,Sim,4.4,93.0,4,6,2.0,65.1,86.4,57.0,2,6.7,6.3,8.0,8.0,7.25,Aprovado,teste
3742,15,M,baixa,fundamental,Tarde,Nao,Sim,Sim,Nao,2.9,81.7,14,2,2.5,98.4,84.0,80.0,1,5.6,8.3,7.6,7.0,7.12,Aprovado,teste
3743,16,M,alta,superior,Noite,Nao,Sim,Nao,Sim,8.5,44.6,22,19,1.4,60.8,81.3,54.1,0,7.1,5.2,4.5,5.3,5.52,Reprovado,teste
3746,18,F,baixa,fundamental,Tarde,Sim,Sim,Nao,Nao,4.9,68.6,24,20,1.2,32.1,85.2,70.2,2,5.1,5.5,5.4,5.0,5.25,Reprovado,teste
3748,16,M,baixa,fundamental,Manha,Sim,Nao,Sim,Nao,2.6,68.7,30,14,1.5,58.1,36.8,70.9,2,3.2,5.0,6.5,5.1,4.95,Reprovado,teste
3773,17,M,baixa,medio,Tarde,Nao,Sim,Sim,Nao,4.8,80.8,15,12,1.9,57.4,82.1,41.1,1,4.0,4.4,4.3,7.1,4.95,Reprovado,teste
3803,16,F,baixa,fundamental,Manha,Sim,Sim,Sim,Nao,0.2,87.7,10,13,2.3,59.3,81.8,48.1,1,8.0,5.3,8.3,8.5,7.52,Aprovado,teste
3804,14,M,media,medio,Tarde,Nao,Sim,Nao,Nao,3.4,88.0,2,4,3.7,72.0,87.4,37.4,1,6.2,5.7,8.3,8.6,7.2,Aprovado,teste
3812,16,M,media,medio,Tarde,Sim,Sim,Nao,Nao,2.0,98.8,9,10,2.7,94.9,80.8,70.7,0,5.5,7.9,6.7,7.2,6.82,Aprovado,teste
3835,14,F,alta,fundamental,Noite,Nao,Sim,Sim,Nao,0.3,90.3,7,6,0.5,92.5,81.5,46.8,0,6.6,7.7,9.4,6.9,7.65,Aprovado,teste
3836,16,M,alta,medio,Manha,Nao,Sim,Nao,Sim,2.3,65.9,13,3,3.2,78.2,94.0,64.6,0,6.4,6.1,6.9,6.2,6.4,Aprovado,teste
3843,17,F,media,medio,Manha,Nao,Sim,Sim,Nao,6.7,82.9,28,15,0.0,72.1,65.6,57.5,3,5.1,6.3,6.5,4.1,5.5,Reprovado,teste
3848,15,F,media,fundamental,Tarde,Sim,Sim,Nao,Sim,10.8,57.9,5,14,0.2,100.0,61.1,69.6,1,4.1,5.7,5.9,5.7,5.35,Reprovado,teste
3849,16,M,media,fundamental,Noite,Nao,Nao,Sim,Nao,3.4,97.0,10,9,2.8,66.4,75.4,79.6,0,5.9,6.9,7.7,7.0,6.88,Aprovado,teste
3851,15,F,baixa,fundamental,Manha,Nao,Nao,Sim,Sim,4.1,94.7,8,4,2.0,89.1,87.4,81.9,1,6.7,7.9,8.7,6.7,7.5,Aprovado,teste
3855,15,M,media,medio,Tarde,Nao,Nao,Nao,Sim,3.9,68.9,9,0,2.5,81.3,100.0,65.0,0,6.8,5.7,8.1,8.1,7.18,Aprovado,teste
3875,17,M,baixa,medio,Manha,Sim,Sim,Nao,Sim,9.9,65.4,17,11,1.3,52.1,59.4,33.7,0,6.3,6.3,6.7,4.3,5.9,Reprovado,teste
3881,15,F,baixa,medio,Manha,Nao,Nao,Nao,Sim,2.1,66.8,21,10,2.0,81.2,56.8,53.5,1,,4.5,5.3,3.2,4.22,Reprovado,teste
3885,17,M,baixa,superior,Manha,Nao,Sim,Nao,Sim,4.9,67.5,16,12,1.3,64.4,16.9,52.6,2,5.0,5.3,3.8,4.8,4.73,Reprovado,teste
3900,16,F,media,superior,Manha,Nao,Sim,Sim,Nao,3.9,74.6,0,0,2.1,82.1,89.2,67.1,0,6.5,5.6,7.1,8.4,6.9,Reprovado,teste
3912,16,M,alta,medio,Noite,Nao,Sim,Sim,Sim,1.6,83.7,4,8,,91.8,86.6,79.6,1,8.3,6.3,8.7,7.8,7.78,Aprovado,teste
3921,15,F,baixa,fundamental,Tarde,Sim,Sim,Nao,Sim,4.4,69.5,10,7,2.5,100.0,79.3,57.1,0,7.2,8.8,6.6,8.4,7.75,Aprovado,teste
3922,15,M,alta,medio,Noite,Nao,Sim,Nao,Sim,6.3,50.4,27,8,1.3,69.2,88.3,89.7,1,4.1,5.6,5.2,5.1,5.0,Reprovado,teste
3925,16,M,media,fundamental,Noite,Nao,Sim,Sim,Nao,4.3,91.2,6,12,1.5,84.6,100.0,72.3,0,6.4,6.9,7.9,7.1,7.08,Aprovado,teste
3937,15,M,baixa,medio,Noite,Nao,Sim,Sim,Nao,5.3,88.9,14,9,2.2,69.0,73.2,91.2,0,8.3,7.1,9.0,6.7,7.78,Aprovado,teste
3950,15,M,alta,medio,Noite,Nao,Nao,Sim,Nao,0.6,85.1,5,0,3.2,76.6,86.2,59.1,0,7.1,5.5,8.4,7.1,7.02,Aprovado,teste
3951,16,M,media,fundamental,Manha,Sim,Nao,Nao,Nao,1.3,84.9,4,8,2.5,73.7,81.8,85.6,0,9.7,8.1,8.5,6.5,8.2,Aprovado,teste
