id_aluno,idade,sexo,renda_familiar,escolaridade_mae,turno,trabalha,acesso_internet,computador_casa,transporte_escolar,distancia_escola_km,frequencia_percent,faltas,atrasos,horas_estudo_dia,participacao_aulas,atividades_entregues_percent,apoio_familiar,reprovacoes_anteriores,nota_matematica,nota_portugues,nota_ciencias,nota_humanas,media,situacao_final,split_sugerido
2293,16,M,alta,superior,Tarde,Sim,Sim,Sim,Nao,0.7,91.0,3,1,1.5,78.5,,79.9,0,5.8,6.1,7.5,7.8,6.8,Aprovado,treino
2294,15,M,baixa,superior,Manha,Nao,Sim,Sim,Nao,2.2,100.0,10,10,3.1,86.5,78.4,100.0,0,5.3,6.3,7.7,7.7,6.75,Reprovado,validacao
2295,14,F,baixa,medio,Noite,Nao,Sim,Sim,Nao,0.2,89.3,12,0,2.0,63.6,84.5,100.0,0,5.9,7.3,6.7,8.4,7.07,Aprovado,treino
2296,15,M,baixa,fundamental,Manha,Nao,Sim,Sim,Nao,0.2,71.6,8,3,3.5,65.9,89.2,57.4,0,7.1,7.6,9.0,5.2,7.22,Aprovado,treino
2297,18,F,media,superior,Manha,Nao,Sim,Nao,Sim,4.4,62.9,23,7,1.8,69.0,48.8,100.0,1,6.8,5.1,6.9,4.0,5.7,Reprovado,treino
2298,15,F,baixa,medio,Noite,Nao,Sim,Nao,Sim,5.0,84.0,7,0,2.6,97.2,77.9,89.6,2,7.4,7.1,7.3,7.6,7.35,Aprovado,treino
2299,16,F,alta,medio,Tarde,Nao,Sim,Sim,Sim,7.8,82.1,8,12,3.3,98.3,88.2,77.2,0,6.8,8.6,7.6,8.1,7.78,Aprovado,validacao
2300,16,M,media,fundamental,Manha,Nao,Sim,Nao,Nao,4.4,88.0,20,16,0.1,83.5,79.1,65.6,1,4.5,7.5,6.6,5.7,6.08,Reprovado,treino
2301,16,M,media,fundamental,Tarde,Nao,Nao,Sim,Nao,7.4,67.1,25,17,3.8,94.1,75.8,34.6,0,5.4,5.0,3.5,4.9,4.7,Aprovado,treino
2302,17,M,baixa,fundamental,Tarde,Nao,Sim,Sim,Sim,3.2,68.7,21,15,0.4,69.5,40.0,61.8,1,5.0,4.8,3.6,7.8,5.3,Aprovado,treino
2303,15,M,media,fundamental,Tarde,Nao,Sim,Nao,Nao,5.6,100.0,5,5,2.2,71.5,85.2,66.4,0,5.5,6.7,6.7,7.6,6.62,Reprovado,treino
2304,13,F,media,fundamental,Tarde,Nao,Sim,Nao,Sim,4.8,81.8,5,0,2.4,67.6,77.8,75.6,0,7.2,8.5,5.4,7.1,7.05,Aprovado,treino
2305,15,M,media,medio,Noite,Sim,Sim,Nao,Nao,5.7,89.6,4,13,2.1,67.0,89.4,58.0,1,6.3,6.4,7.2,8.0,6.98,Aprovado,treino
2306,16,F,media,medio,Tarde,Nao,Sim,Sim,Sim,0.2,97.2,15,6,1.7,80.7,82.9,39.1,1,7.2,6.8,8.1,9.1,7.8,Aprovado,validacao
2307,13,F,media,medio,Tarde,Nao,Sim,Sim,Sim,1.5,90.4,12,0,2.2,80.9,74.0,70.6,0,8.0,7.5,7.0,7.9,7.6,Aprovado,treino
2308,17,M,alta,superior,Noite,Nao,Sim,Nao,Nao,3.2,87.7,14,0,1.9,99.2,78.0,69.5,0,8.7,6.8,7.1,9.2,7.95,Aprovado,validacao
2309,15,F,baixa,fundamental,Manha,Nao,Sim,Sim,Nao,2.9,92.2,5,9,1.7,65.8,84.7,40.9,0,8.4,8.6,7.7,6.7,7.85,Aprovado,treino
2310,15,F,media,medio,Manha,Nao,Sim,Nao,Nao,4.8,78.8,21,12,1.5,69.8,92.2,37.6,0,5.8,7.7,6.5,6.8,6.7,Aprovado,treino
2311,15,F,baixa,fundamental,Manha,Nao,Sim,Sim,Sim,6.1,64.6,22,13,0.0,68.5,33.2,64.0,1,4.9,6.9,5.3,6.4,5.88,Reprovado,treino
2312,16,F,media,fundamental,Manha,Nao,Sim,Sim,Sim,2.0,88.2,9,4,1.9,78.0,87.4,88.9,0,7.0,7.5,9.3,8.6,8.1,Aprovado,treino
2313,17,M,media,medio,Tarde,Nao,Sim,Sim,Nao,2.0,92.7,6,0,1.1,97.7,83.7,95.1,0,5.3,6.3,9.1,8.3,7.25,Aprovado,treino
2314,15,F,baixa,superior,Manha,Nao,Sim,Sim,Nao,1.8,83.0,9,1,1.5,72.2,72.2,75.9,0,8.1,5.5,5.5,6.7,6.45,Aprovado,validacao
2316,16,F,baixa,fundamental,Noite,Nao,Sim,Nao,Nao,4.3,99.7,14,4,2.8,100.0,100.0,72.6,0,7.5,8.4,7.1,5.7,7.18,Aprovado,validacao
2317,16,M,baixa,fundamental,Tarde,Sim,Sim,Nao,Nao,3.2,84.1,7,3,2.1,81.0,100.0,78.2,1,6.1,4.7,7.4,6.3,6.13,Aprovado,treino
2318,16,M,media,medio,Tarde,Nao,Sim,Sim,Nao,8.0,77.8,24,15,2.3,46.1,54.2,44.0,2,5.7,4.9,7.1,6.9,6.15,Reprovado,treino
2319,15,M,baixa,fundamental,Noite,Nao,Nao,Sim,Nao,6.0,88.1,18,3,2.3,96.1,91.2,46.1,0,9.5,9.0,5.1,9.5,8.28,Aprovado,treino
2320,17,M,media,fundamental,Manha,Nao,Sim,Nao,Nao,2.4,79.7,19,12,1.4,56.8,69.4,63.3,0,6.7,5.4,4.8,5.9,5.7,Aprovado,treino
2321,16,M,baixa,medio,Manha,Nao,Sim,Sim,Sim,5.4,88.8,4,7,3.4,88.6,84.3,76.4,1,6.9,7.2,6.6,7.3,7.0,Aprovado,validacao
2322,17,M,baixa,medio,Noite,Nao,Sim,Nao,Sim,3.8,82.2,6,9,3.1,85.1,84.9,69.4,1,6.6,5.6,7.4,9.3,7.22,Aprovado,treino
2323,17,M,media,medio,Manha,Nao,Sim,Nao,Nao,5.7,68.5,6,10,2.0,70.0,85.9,93.6,1,7.4,6.6,7.6,7.0,7.15,Reprovado,treino
2324,17,F,baixa,superior,Noite,Nao,Nao,Nao,Nao,5.9,84.6,6,0,2.7,91.9,92.0,90.6,1,8.6,6.4,9.0,6.5,7.62,Aprovado,treino
2325,17,F,media,superior,Manha,Nao,Sim,Nao,Nao,0.2,76.6,15,4,2.9,95.0,91.7,73.1,1,7.8,6.6,8.1,7.7,7.55,Aprovado,treino
2326,16,M,alta,fundamental,Tarde,Nao,Nao,Sim,Nao,3.5,75.3,19,17,1.2,61.4,54.9,37.3,1,5.2,8.0,6.1,5.9,6.3,Reprovado,treino
2327,17,F,media,fundamental,Noite,Nao,Sim,Sim,Nao,3.4,81.6,7,7,2.0,86.4,98.9,51.3,0,8.1,7.6,6.2,7.1,7.25,Aprovado,treino
2328,15,F,media,superior,Noite,Nao,Sim,Nao,Sim,0.5,76.8,4,1,1.5,83.6,93.4,100.0,0,7.0,6.3,7.7,7.9,7.22,Aprovado,treino
2329,17,M,media,medio,Manha,Nao,Sim,Nao,Sim,2.4,87.9,3,14,3.0,81.5,100.0,60.6,0,8.6,7.1,6.9,9.2,7.95,Aprovado,treino
2330,14,F,media,medio,Manha,Sim,Sim,Nao,Nao,4.0,72.2,6,3,3.0,75.3,74.8,54.5,0,6.2,7.1,6.9,7.7,6.98,Aprovado,treino
2331,18,F,baixa,medio,Manha,Nao,Sim,Sim,Nao,0.2,77.2,15,3,2.8,78.9,94.5,63.3,1,6.6,7.4,4.4,8.8,6.8,Aprovado,treino
2332,15,M,baixa,superior,Tarde,Nao,Sim,Sim,Nao,0.3,84.6,14,6,1.9,85.3,96.5,79.3,1,9.6,7.9,9.5,7.7,8.68,Aprovado,treino
2333,17,F,baixa,superior,Manha,Nao,Sim,Sim,Nao,7.8,59.3,18,9,1.0,38.9,59.7,29.5,0,4.7,6.3,5.0,5.5,5.38,Reprovado,treino
2335,16,F,baixa,fundamental,Tarde,Nao,Sim,Nao,Nao,7.1,77.0,15,6,1.1,70.6,93.1,80.0,0,7.0,8.2,7.9,8.2,7.82,Aprovado,validacao
2337,17,F,baixa,fundamental,Noite,Sim,Sim,Sim,Nao,3.9,61.3,32,13,2.4,48.2,78.7,48.2,0,6.3,5.7,4.0,7.0,5.75,Reprovado,treino
2338,16,M,baixa,superior,Manha,Nao,Nao,Sim,Sim,5.4,85.2,8,7,2.6,79.6,87.6,72.2,0,8.1,6.1,6.2,7.3,6.92,Aprovado,treino
2339,16,F,baixa,fundamental,Noite,Sim,Sim,Sim,Sim,4.2,91.7,6,0,2.4,73.3,76.8,78.9,0,7.9,5.3,8.1,6.4,6.92,Aprovado,treino
2340,15,F,media,medio,Manha,Nao,Nao,Sim,Nao,5.1,72.6,16,5,1.0,100.0,86.3,78.6,0,4.9,7.2,4.9,6.6,5.9,Aprovado,treino
2341,16,M,media,medio,Noite,Nao,Sim,Nao,Nao,3.7,89.0,5,12,3.2,71.0,92.8,75.7,0,6.9,8.1,7.5,7.1,7.4,Aprovado,validacao
2342,14,F,alta,superior,Tarde,Nao,Sim,Sim,Nao,3.6,83.8,5,6,2.0,92.7,87.2,71.7,0,7.0,6.6,8.2,7.9,7.42,Aprovado,treino
2343,18,F,media,medio,Manha,Sim,Nao,Nao,Nao,2.7,69.4,23,13,1.4,57.1,62.4,75.9,1,3.1,7.1,4.6,4.6,4.85,Reprovado,treino
2344,15,F,media,medio,Noite,Sim,Sim,Sim,Nao,6.6,85.0,12,1,3.3,79.5,84.4,58.4,1,6.1,7.7,6.6,8.2,7.15,Aprovado,treino
2345,17,F,media,medio,Manha,Nao,Sim,Sim,Nao,1.8,57.0,0,14,2.9,80.4,38.6,53.1,1,5.8,6.5,6.6,3.5,5.6,Reprovado,treino
2346,17,F,baixa,superior,Tarde,Nao,Sim,Nao,Sim,2.6,84.2,10,4,1.7,68.2,87.8,71.9,1,6.8,8.2,6.0,6.1,6.78,Aprovado,treino
2347,16,F,media,fundamental,Tarde,Nao,Nao,Sim,Nao,4.3,59.2,7,4,0.8,52.6,49.8,58.4,1,5.4,5.1,5.4,5.0,5.22,Reprovado,treino
2348,16,M,media,medio,Manha,Nao,Sim,Nao,Nao,3.5,88.3,15,12,1.5,80.0,74.1,55.2,2,5.1,5.4,4.6,3.4,4.62,Aprovado,treino
2350,15,M,baixa,superior,Tarde,Nao,Sim,Nao,Nao,1.8,84.7,2,7,1.9,100.0,84.3,42.9,0,8.0,9.5,7.0,8.7,8.3,Aprovado,treino
2351,17,F,baixa,medio,Manha,Nao,Sim,Sim,Nao,2.0,77.5,8,7,2.0,83.7,79.6,81.8,0,7.6,8.2,7.7,7.6,7.78,Aprovado,treino
2352,18,M,baixa,superior,Noite,Nao,Sim,Nao,Nao,6.2,62.7,29,14,1.8,64.3,56.2,40.9,1,5.3,2.7,6.9,3.8,4.68,Reprovado,treino
2353,16,M,baixa,medio,Manha,Nao,Sim,Sim,Nao,3.5,84.3,6,10,0.7,60.7,80.5,93.3,0,7.7,6.1,7.4,8.8,7.5,Aprovado,treino
2354,15,F,media,fundamental,Tarde,Nao,Nao,Sim,Sim,2.1,87.1,16,5,2.3,85.9,94.1,64.0,0,8.2,9.5,5.8,8.8,8.07,Aprovado,treino
2355,18,M,media,superior,Tarde,Nao,Sim,Sim,Nao,5.7,95.4,13,0,2.9,100.0,90.7,73.0,1,7.7,5.7,6.6,7.7,6.92,Aprovado,treino
2356,15,M,media,fundamental,Tarde,Nao,Nao,Sim,Nao,0.2,60.7,8,9,0.1,66.5,69.0,64.7,0,7.3,3.9,4.9,6.0,5.52,Reprovado,treino
2357,16,F,media,superior,Manha,Sim,Sim,Sim,Nao,1.5,80.7,1,6,2.2,96.8,80.4,64.5,0,6.7,9.5,7.1,7.1,7.6,Aprovado,treino
2358,18,M,media,medio,Tarde,Nao,Sim,Nao,Nao,4.5,69.9,14,6,1.9,89.6,98.5,54.5,0,8.6,8.0,8.0,7.2,7.95,Aprovado,treino
2359,18,F,media,medio,Noite,Nao,Sim,Nao,Nao,5.5,51.2,7,14,1.7,60.7,58.5,55.2,1,5.5,4.4,6.0,3.4,4.82,Reprovado,treino
2361,17,F,media,superior,Manha,Sim,Sim,Sim,Sim,4.4,66.3,22,11,1.2,72.3,30.3,34.6,0,3.4,4.5,7.0,2.3,4.3,Reprovado,treino
2362,13,F,baixa,superior,Noite,Sim,Nao,Sim,Nao,4.8,83.4,4,0,2.0,87.7,94.5,54.2,0,4.8,8.0,7.4,8.2,7.1,Aprovado,validacao
2363,15,M,alta,medio,Noite,Nao,Sim,Sim,Nao,5.6,65.5,14,11,3.5,81.5,100.0,72.5,0,6.8,6.8,8.3,8.3,7.55,Aprovado,treino
2364,16,M,media,medio,Tarde,Nao,Sim,Sim,Nao,4.5,65.4,22,23,1.8,67.8,98.2,57.8,1,6.6,5.3,5.2,3.4,5.12,Reprovado,validacao
2365,15,F,baixa,medio,Noite,Nao,Sim,Nao,Nao,4.8,65.2,9,13,2.0,65.0,41.6,39.6,0,3.4,6.9,6.2,4.7,5.3,Reprovado,treino
2366,16,M,media,fundamental,Noite,Nao,Sim,Nao,Sim,6.0,86.4,7,15,1.2,66.0,63.3,32.1,0,4.4,4.5,4.1,6.0,4.75,Reprovado,treino
2367,16,M,media,fundamental,Manha,Sim,Nao,Nao,Sim,0.2,88.2,10,0,3.3,85.3,96.1,61.6,1,8.3,7.4,5.9,8.0,7.4,Aprovado,validacao
2368,14,M,media,superior,Manha,Nao,Nao,Sim,Nao,4.0,86.6,4,8,1.4,89.0,97.1,70.9,0,9.3,8.3,8.2,6.7,8.12,Aprovado,treino
2369,16,M,baixa,medio,Tarde,Nao,Sim,Nao,Nao,1.6,88.8,7,11,1.8,72.3,94.5,56.5,0,5.8,9.0,7.7,7.0,7.38,Aprovado,treino
2371,17,M,media,superior,Noite,Nao,Sim,Sim,Nao,5.7,79.3,4,4,0.6,80.0,90.8,66.0,1,8.2,6.5,6.0,9.2,7.48,Aprovado,treino
2372,15,F,media,medio,Tarde,Nao,Sim,Sim,Nao,4.5,100.0,9,0,2.8,73.6,92.9,81.5,0,9.7,6.9,7.7,6.7,7.75,Aprovado,treino
2373,17,M,baixa,superior,Manha,Nao,Sim,Sim,Nao,2.0,91.3,0,6,1.3,59.5,77.5,73.5,0,7.8,8.1,5.8,8.5,7.55,Aprovado,treino
2374,15,F,media,fundamental,Manha,Nao,Nao,Nao,Nao,2.7,92.2,0,4,3.8,77.1,100.0,52.6,1,7.0,7.5,7.5,6.9,7.22,Aprovado,treino
2375,15,F,media,superior,Noite,Nao,Sim,Sim,Nao,3.6,71.4,4,8,2.6,82.1,100.0,83.7,0,9.4,6.8,7.3,7.1,7.65,Aprovado,treino
2376,16,F,baixa,medio,Tarde,Sim,Sim,Sim,Nao,0.9,93.5,7,1,2.0,87.9,97.3,67.5,2,7.9,7.1,8.5,9.6,8.28,Aprovado,treino
2378,14,M,baixa,fundamental,Tarde,Nao,Sim,Nao,Nao,4.1,70.1,5,0,0.8,87.7,78.0,44.2,0,5.9,6.4,6.7,7.5,6.62,Aprovado,treino
2379,17,M,media,medio,Tarde,Nao,Nao,Sim,Nao,0.9,90.6,17,10,1.6,94.6,78.2,75.0,0,6.7,9.1,6.9,7.4,7.52,Aprovado,treino
2383,16,M,baixa,medio,Tarde,Nao,Sim,Nao,Nao,0.2,79.6,5,13,2.7,82.5,92.4,74.4,2,6.4,6.2,6.2,7.1,6.48,Aprovado,treino
2385,14,F,media,fundamental,Tarde,Nao,Sim,Sim,Sim,4.4,85.5,3,0,1.3,100.0,74.8,,0,8.4,6.8,8.6,5.8,7.4,Aprovado,treino
2386,16,M,media,medio,Noite,Nao,Sim,Nao,Sim,5.9,79.7,14,22,2.0,52.4,81.4,76.9,0,3.8,5.8,6.3,4.9,5.2,Reprovado,validacao
2387,17,M,media,medio,Tarde,Nao,Sim,Sim,Nao,3.3,59.4,17,0,2.5,46.8,75.0,44.2,1,3.7,7.9,3.4,4.3,4.82,Reprovado,treino
2388,16,F,alta,fundamental,Tarde,Nao,Nao,Nao,Nao,5.0,65.3,7,10,1.6,64.6,76.9,62.2,1,7.3,6.1,9.4,7.7,7.62,Aprovado,treino
2389,18,F,baixa,medio,Tarde,Sim,Sim,Sim,Nao,2.8,41.2,6,6,1.9,42.1,47.0,38.7,0,3.6,6.4,4.1,3.1,4.3,Reprovado,treino
2390,15,F,baixa,fundamental,Tarde,Nao,Sim,Nao,Sim,4.2,94.6,14,8,2.8,70.0,76.6,64.4,0,6.3,7.5,7.9,8.6,7.58,Aprovado,treino
2391,15,M,media,fundamental,Tarde,Nao,Sim,Sim,Sim,5.8,90.3,2,0,3.3,85.8,94.9,58.2,1,7.6,9.7,8.6,8.2,8.52,Aprovado,treino
2392,17,F,baixa,superior,Tarde,Sim,Sim,Sim,Nao,5.8,64.5,32,5,1.5,69.3,32.6,55.2,0,6.1,4.2,4.8,5.9,5.25,Reprovado,treino
2393,14,F,baixa,fundamental,Tarde,Nao,Nao,Sim,Nao,3.4,83.0,15,9,1.9,100.0,73.1,81.8,1,6.7,7.7,6.2,7.2,6.95,Reprovado,treino
2395,14,M,baixa,fundamental,Manha,Nao,Nao,Sim,Nao,5.0,90.7,12,8,2.7,89.0,96.5,84.0,0,9.9,8.2,8.4,6.7,8.3,Aprovado,treino
2396,20,F,baixa,medio,Manha,Sim,Sim,Sim,Nao,3.4,61.9,5,2,0.4,63.1,84.7,43.3,2,4.4,4.4,6.3,4.2,4.82,Reprovado,treino
2397,16,M,alta,superior,Tarde,Nao,Sim,Sim,Nao,0.2,72.9,14,10,3.8,80.7,66.1,47.4,0,6.5,7.0,8.0,8.3,7.45,Aprovado,treino
2398,16,F,media,medio,Noite,Nao,Sim,Nao,Nao,0.9,81.7,15,7,1.2,75.9,70.4,59.3,0,9.2,8.5,6.7,6.2,7.65,Aprovado,treino
2399,16,F,baixa,superior,Tarde,Nao,Nao,Sim,Nao,1.0,80.3,5,1,2.8,77.1,90.3,51.5,0,6.3,8.1,6.6,8.5,7.38,Aprovado,treino
2400,14,M,media,medio,Manha,Nao,Sim,Sim,Nao,7.8,93.0,6,8,1.9,76.3,83.7,100.0,0,6.4,5.8,8.0,7.2,6.85,Aprovado,treino
2401,14,F,baixa,fundamental,Tarde,Nao,Sim,Nao,Nao,3.7,92.6,0,2,2.2,78.1,84.6,70.9,0,5.5,7.2,6.7,7.8,6.8,Aprovado,treino
2402,17,F,baixa,medio,Manha,Nao,Sim,Nao,Nao,2.3,75.3,27,11,2.5,53.9,49.5,60.5,1,6.7,4.6,7.0,2.9,5.3,Reprovado,treino
2403,17,M,alta,fundamental,Tarde,Nao,Sim,Nao,Sim,9.2,83.9,23,2,0.7,76.8,57.4,55.7,1,6.6,7.2,5.6,3.9,5.82,Reprovado,treino
2404,16,M,media,medio,Tarde,Nao,Sim,Nao,Sim,4.1,83.8,23,8,0.0,53.4,49.3,28.7,0,7.0,4.4,3.7,4.9,5.0,Reprovado,treino
2405,15,M,baixa,fundamental,Tarde,Nao,Sim,Nao,Nao,1.9,68.6,27,11,0.0,65.0,44.8,57.2,0,4.0,7.3,3.2,4.1,4.65,Reprovado,treino
2406,18,M,media,fundamental,Noite,Nao,Nao,Nao,Nao,3.0,84.3,3,3,1.4,93.8,89.5,51.1,0,6.4,8.2,8.4,7.0,7.5,Aprovado,treino
2407,15,F,media,fundamental,Tarde,Nao,Sim,Nao,Nao,1.6,94.8,9,12,4.1,87.3,86.9,66.1,1,6.7,8.0,7.7,6.8,7.3,Reprovado,treino
2408,16,M,alta,medio,Tarde,Nao,Sim,Nao,Nao,0.2,79.9,1,0,2.7,85.8,80.4,55.3,0,6.5,5.7,6.8,7.2,6.55,Reprovado,treino
2409,15,F,media,superior,Tarde,Sim,Sim,Sim,Nao,6.8,93.7,8,5,0.9,72.8,100.0,84.7,1,10.0,6.3,6.7,6.5,7.38,Aprovado,treino
2410,17,M,media,medio,Noite,Nao,Nao,Sim,Sim,9.9,88.9,27,7,1.1,77.7,45.8,45.7,1,6.0,6.6,5.5,5.9,6.0,Reprovado,treino
2411,17,F,baixa,fundamental,Tarde,Nao,Sim,Sim,Nao,3.8,84.3,17,11,1.8,47.7,100.0,46.8,0,5.9,6.4,6.1,6.0,6.1,Reprovado,treino
2412,17,F,baixa,medio,Manha,Nao,Sim,Nao,Sim,4.1,76.3,34,9,0.0,75.4,75.8,64.0,2,6.2,3.4,3.0,4.0,4.15,Reprovado,treino
2413,17,F,baixa,fundamental,Tarde,Nao,Nao,Sim,Nao,2.4,88.1,10,0,1.7,67.6,75.2,78.5,0,7.1,8.5,6.5,8.6,7.68,Aprovado,treino
2414,16,M,media,fundamental,Manha,Sim,Sim,Nao,Nao,6.8,86.3,12,4,2.1,78.7,84.7,61.5,0,7.1,7.5,7.5,8.0,7.52,Aprovado,treino
2415,17,F,media,medio,Manha,Nao,Sim,Nao,Nao,0.2,70.6,8,4,2.9,87.9,96.1,68.1,0,7.7,7.2,5.4,7.1,6.85,Aprovado,treino
2416,15,M,baixa,medio,Noite,Nao,Sim,Sim,Sim,7.5,88.7,2,8,1.6,74.8,85.8,64.5,0,7.9,,6.5,8.4,7.72,Aprovado,treino
2417,16,M,baixa,fundamental,Manha,Nao,Nao,Nao,Nao,2.6,78.6,13,6,2.4,77.5,74.8,58.8,2,5.6,7.2,7.3,8.5,7.15,Aprovado,treino
2418,15,M,media,fundamental,Manha,Nao,Sim,Sim,Nao,4.3,87.9,9,8,1.5,99.4,82.5,52.6,0,8.1,7.4,9.0,7.1,7.9,Aprovado,validacao
2419,17,F,baixa,medio,Tarde,Nao,Sim,Nao,Sim,2.3,94.9,11,9,2.7,64.1,83.5,69.3,0,9.1,9.1,8.7,8.7,8.9,Aprovado,treino
2421,16,M,media,medio,Manha,Nao,Sim,Nao,Sim,5.4,75.4,8,3,2.1,98.2,83.8,79.1,0,8.9,7.3,8.0,7.3,7.88,Aprovado,treino
2422,16,M,media,fundamental,Tarde,Nao,Sim,Nao,Nao,3.1,74.2,7,0,1.4,80.7,86.9,76.9,0,10.0,6.5,7.4,6.5,7.6,Aprovado,treino
2423,15,F,alta,fundamental,Manha,Nao,Sim,Sim,Nao,7.3,58.4,2,10,1.6,57.8,65.4,29.9,0,6.7,6.5,5.5,6.3,6.25,Reprovado,treino
2424,15,M,media,medio,Manha,Nao,Nao,Sim,Nao,4.5,85.0,6,4,2.8,100.0,88.2,80.6,0,8.2,9.0,7.9,7.2,8.08,Aprovado,treino
2426,16,F,media,medio,Noite,Nao,Sim,Nao,Sim,3.6,74.7,14,16,2.6,74.9,58.8,29.7,1,6.8,6.4,5.3,7.0,6.38,Reprovado,treino
2427,17,F,baixa,fundamental,Manha,Nao,Sim,Nao,Nao,4.7,70.7,10,5,1.5,76.6,92.1,73.8,0,6.2,8.5,6.6,7.8,7.28,Aprovado,treino
2428,15,F,baixa,fundamental,Tarde,Sim,Sim,Sim,Sim,2.4,69.8,27,10,2.0,73.6,100.0,86.1,1,6.7,6.1,3.6,5.9,5.58,Aprovado,validacao
2429,16,F,media,fundamental,Manha,Nao,Sim,Sim,Nao,3.1,88.7,6,0,3.6,79.5,96.9,62.9,0,8.0,7.0,7.5,6.8,7.32,Aprovado,treino
2430,17,M,baixa,superior,Manha,Nao,Sim,Nao,Sim,5.2,57.9,10,12,1.4,52.9,75.7,30.2,0,4.5,5.8,6.8,7.0,6.02,Reprovado,treino
2431,16,F,media,superior,Manha,Nao,Sim,Nao,Sim,9.6,46.0,17,13,1.2,71.8,86.4,45.1,0,4.3,5.9,2.9,7.7,5.2,Reprovado,treino
2432,17,M,baixa,fundamental,Tarde,Sim,Nao,Nao,Nao,6.2,77.3,30,15,1.3,61.3,53.7,68.3,0,6.0,5.1,5.8,6.9,5.95,Reprovado,treino
2433,14,M,baixa,medio,Manha,Nao,Sim,Nao,Nao,1.0,83.6,14,10,1.8,94.4,87.3,55.5,0,7.8,7.1,6.5,7.7,7.28,Aprovado,validacao
2434,14,M,media,fundamental,Manha,Nao,Nao,Nao,Nao,4.4,79.0,3,8,1.3,73.4,76.7,39.7,0,7.3,8.0,7.9,7.2,7.6,Aprovado,treino
2435,16,F,baixa,fundamental,Tarde,Nao,Sim,Sim,Nao,0.2,40.0,11,17,0.7,74.3,57.3,51.7,2,7.8,5.1,6.3,6.2,6.35,Reprovado,treino
2436,17,M,baixa,medio,Noite,Nao,Sim,Sim,Nao,5.9,62.2,33,4,2.5,54.5,45.0,69.6,3,3.2,4.4,6.1,3.0,4.18,Reprovado,treino
2437,15,F,media,medio,Manha,Nao,Sim,Sim,Nao,1.7,81.3,14,5,0.9,72.7,62.9,72.1,0,7.5,8.0,6.8,9.5,7.95,Aprovado,treino
2438,17,M,baixa,medio,Tarde,Nao,Sim,Nao,Sim,7.4,70.6,24,14,2.7,56.8,91.7,41.6,1,6.9,5.1,6.5,4.4,5.72,Aprovado,treino
2440,17,M,baixa,medio,Noite,Nao,Sim,Nao,Nao,2.5,61.7,15,15,0.5,50.6,77.5,88.7,0,4.6,7.1,5.4,4.6,5.43,Reprovado,treino
2443,15,F,media,fundamental,Manha,Nao,Sim,Nao,Nao,2.9,88.1,13,4,1.9,75.2,81.7,61.6,0,8.1,7.3,6.5,6.2,7.02,Aprovado,treino
2445,17,M,media,medio,Manha,Nao,Sim,Nao,Nao,6.0,89.4,7,8,3.4,85.2,96.4,82.5,0,6.6,7.7,6.0,8.5,7.2,Aprovado,treino
2446,15,F,alta,superior,Manha,Nao,Sim,Nao,Nao,3.0,85.9,8,4,3.0,68.8,96.1,43.7,2,7.4,6.8,6.5,7.3,7.0,Aprovado,treino
2447,13,M,baixa,fundamental,Tarde,Nao,Sim,Sim,Nao,1.5,95.8,5,9,0.9,98.8,80.7,86.5,0,9.1,6.8,5.6,8.5,7.5,Aprovado,treino
2448,14,M,alta,medio,Manha,Nao,Sim,Sim,Sim,3.0,82.0,3,0,2.9,67.9,81.4,77.2,0,9.7,7.8,8.8,8.6,8.72,Aprovado,treino
2449,17,M,media,medio,Noite,Nao,Sim,Nao,Sim,5.8,59.6,1,2,1.3,96.4,80.3,99.5,0,7.9,7.2,6.6,6.3,7.0,Aprovado,treino
2450,15,M,baixa,medio,Tarde,Sim,Nao,Nao,Nao,3.3,87.7,9,0,1.5,82.4,90.9,88.9,0,6.2,8.2,8.4,7.5,7.57,Aprovado,validacao
2451,16,M,baixa,fundamental,Manha,Nao,Sim,Sim,Sim,5.5,55.3,13,15,0.7,41.3,63.1,43.5,2,8.2,3.8,6.2,3.2,5.35,Reprovado,treino
2452,17,M,alta,medio,Manha,Nao,Sim,Sim,Nao,3.5,63.8,21,14,0.6,56.9,69.5,42.2,1,6.2,5.3,6.1,5.6,5.8,Reprovado,validacao
2453,16,F,baixa,medio,Noite,Nao,Sim,Nao,Nao,2.1,78.9,4,4,2.7,100.0,100.0,86.6,0,9.8,7.3,7.0,6.6,7.68,Aprovado,treino
2454,16,M,baixa,fundamental,Tarde,Nao,Nao,Nao,Sim,3.9,58.3,21,17,1.2,55.3,41.4,45.1,2,5.2,3.9,6.3,7.0,5.6,Reprovado,validacao
2455,17,M,baixa,fundamental,Manha,Nao,Sim,Sim,Nao,2.1,85.8,8,6,1.7,81.4,92.6,,0,8.9,6.9,6.4,8.6,7.7,Aprovado,treino
2456,16,F,baixa,medio,Noite,Nao,Nao,Sim,Sim,3.8,67.9,11,5,1.9,84.8,100.0,67.5,1,9.3,6.5,6.5,8.3,7.65,Reprovado,treino
2458,16,F,baixa,superior,Tarde,Nao,Sim,Nao,Nao,1.2,73.8,0,0,3.3,72.6,81.8,76.6,0,7.8,6.5,9.7,4.8,7.2,Aprovado,treino
2460,16,F,baixa,fundamental,Tarde,Sim,Sim,Sim,Sim,8.5,76.4,2,10,2.0,99.4,92.7,51.3,1,7.4,8.6,7.1,6.1,7.3,Aprovado,validacao
